"Plot Title: PycnoFeeding_TankZ4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10893405, SEN S/N: 10893405)","Coupler Detached (LGR S/N: 10893405)","Coupler Attached (LGR S/N: 10893405)","Host Connected (LGR S/N: 10893405)","Stopped (LGR S/N: 10893405)","End Of File (LGR S/N: 10893405)"
1,2022/09/07 15:05:00,14.409,Logged,,,,
2,2022/09/07 15:10:00,13.473,,,,,
3,2022/09/07 15:15:00,13.209,,,,,
4,2022/09/07 15:20:00,13.112,,,,,
5,2022/09/07 15:25:00,13.064,,,,,
6,2022/09/07 15:30:00,13.112,,,,,
7,2022/09/07 15:35:00,13.016,,,,,
8,2022/09/07 15:40:00,13.016,,,,,
9,2022/09/07 15:45:00,12.944,,,,,
10,2022/09/07 15:50:00,12.920,,,,,
11,2022/09/07 15:55:00,12.871,,,,,
12,2022/09/07 16:00:00,12.751,,,,,
13,2022/09/07 16:05:00,12.703,,,,,
14,2022/09/07 16:10:00,12.678,,,,,
15,2022/09/07 16:15:00,12.630,,,,,
16,2022/09/07 16:20:00,12.534,,,,,
17,2022/09/07 16:25:00,12.461,,,,,
18,2022/09/07 16:30:00,12.340,,,,,
19,2022/09/07 16:35:00,12.268,,,,,
20,2022/09/07 16:40:00,12.219,,,,,
21,2022/09/07 16:45:00,12.171,,,,,
22,2022/09/07 16:50:00,12.147,,,,,
23,2022/09/07 16:55:00,12.122,,,,,
24,2022/09/07 17:00:00,12.074,,,,,
25,2022/09/07 17:05:00,12.050,,,,,
26,2022/09/07 17:10:00,12.025,,,,,
27,2022/09/07 17:15:00,11.953,,,,,
28,2022/09/07 17:20:00,11.953,,,,,
29,2022/09/07 17:25:00,11.929,,,,,
30,2022/09/07 17:30:00,11.904,,,,,
31,2022/09/07 17:35:00,11.880,,,,,
32,2022/09/07 17:40:00,11.856,,,,,
33,2022/09/07 17:45:00,11.832,,,,,
34,2022/09/07 17:50:00,11.832,,,,,
35,2022/09/07 17:55:00,11.807,,,,,
36,2022/09/07 18:00:00,11.783,,,,,
37,2022/09/07 18:05:00,11.783,,,,,
38,2022/09/07 18:10:00,11.783,,,,,
39,2022/09/07 18:15:00,11.783,,,,,
40,2022/09/07 18:20:00,11.759,,,,,
41,2022/09/07 18:25:00,11.759,,,,,
42,2022/09/07 18:30:00,11.759,,,,,
43,2022/09/07 18:35:00,11.759,,,,,
44,2022/09/07 18:40:00,11.759,,,,,
45,2022/09/07 18:45:00,11.734,,,,,
46,2022/09/07 18:50:00,11.710,,,,,
47,2022/09/07 18:55:00,11.662,,,,,
48,2022/09/07 19:00:00,11.662,,,,,
49,2022/09/07 19:05:00,11.637,,,,,
50,2022/09/07 19:10:00,11.637,,,,,
51,2022/09/07 19:15:00,11.589,,,,,
52,2022/09/07 19:20:00,11.565,,,,,
53,2022/09/07 19:25:00,11.540,,,,,
54,2022/09/07 19:30:00,11.540,,,,,
55,2022/09/07 19:35:00,11.540,,,,,
56,2022/09/07 19:40:00,11.540,,,,,
57,2022/09/07 19:45:00,11.516,,,,,
58,2022/09/07 19:50:00,11.516,,,,,
59,2022/09/07 19:55:00,11.492,,,,,
60,2022/09/07 20:00:00,11.492,,,,,
61,2022/09/07 20:05:00,11.492,,,,,
62,2022/09/07 20:10:00,11.467,,,,,
63,2022/09/07 20:15:00,11.467,,,,,
64,2022/09/07 20:20:00,11.467,,,,,
65,2022/09/07 20:25:00,11.443,,,,,
66,2022/09/07 20:30:00,11.492,,,,,
67,2022/09/07 20:35:00,11.467,,,,,
68,2022/09/07 20:40:00,11.443,,,,,
69,2022/09/07 20:45:00,11.443,,,,,
70,2022/09/07 20:50:00,11.443,,,,,
71,2022/09/07 20:55:00,11.419,,,,,
72,2022/09/07 21:00:00,11.419,,,,,
73,2022/09/07 21:05:00,11.419,,,,,
74,2022/09/07 21:10:00,11.419,,,,,
75,2022/09/07 21:15:00,11.394,,,,,
76,2022/09/07 21:20:00,11.394,,,,,
77,2022/09/07 21:25:00,11.394,,,,,
78,2022/09/07 21:30:00,11.394,,,,,
79,2022/09/07 21:35:00,11.394,,,,,
80,2022/09/07 21:40:00,11.394,,,,,
81,2022/09/07 21:45:00,11.394,,,,,
82,2022/09/07 21:50:00,11.419,,,,,
83,2022/09/07 21:55:00,11.394,,,,,
84,2022/09/07 22:00:00,11.419,,,,,
85,2022/09/07 22:05:00,11.419,,,,,
86,2022/09/07 22:10:00,11.419,,,,,
87,2022/09/07 22:15:00,11.419,,,,,
88,2022/09/07 22:20:00,11.443,,,,,
89,2022/09/07 22:25:00,11.443,,,,,
90,2022/09/07 22:30:00,11.443,,,,,
91,2022/09/07 22:35:00,11.443,,,,,
92,2022/09/07 22:40:00,11.443,,,,,
93,2022/09/07 22:45:00,11.443,,,,,
94,2022/09/07 22:50:00,11.419,,,,,
95,2022/09/07 22:55:00,11.419,,,,,
96,2022/09/07 23:00:00,11.419,,,,,
97,2022/09/07 23:05:00,11.419,,,,,
98,2022/09/07 23:10:00,11.419,,,,,
99,2022/09/07 23:15:00,11.419,,,,,
100,2022/09/07 23:20:00,11.419,,,,,
101,2022/09/07 23:25:00,11.419,,,,,
102,2022/09/07 23:30:00,11.419,,,,,
103,2022/09/07 23:35:00,11.419,,,,,
104,2022/09/07 23:40:00,11.419,,,,,
105,2022/09/07 23:45:00,11.419,,,,,
106,2022/09/07 23:50:00,11.419,,,,,
107,2022/09/07 23:55:00,11.419,,,,,
108,2022/09/08 00:00:00,11.419,,,,,
109,2022/09/08 00:05:00,11.419,,,,,
110,2022/09/08 00:10:00,11.419,,,,,
111,2022/09/08 00:15:00,11.419,,,,,
112,2022/09/08 00:20:00,11.419,,,,,
113,2022/09/08 00:25:00,11.419,,,,,
114,2022/09/08 00:30:00,11.419,,,,,
115,2022/09/08 00:35:00,11.419,,,,,
116,2022/09/08 00:40:00,11.419,,,,,
117,2022/09/08 00:45:00,11.419,,,,,
118,2022/09/08 00:50:00,11.419,,,,,
119,2022/09/08 00:55:00,11.419,,,,,
120,2022/09/08 01:00:00,11.443,,,,,
121,2022/09/08 01:05:00,11.443,,,,,
122,2022/09/08 01:10:00,11.443,,,,,
123,2022/09/08 01:15:00,11.443,,,,,
124,2022/09/08 01:20:00,11.443,,,,,
125,2022/09/08 01:25:00,11.419,,,,,
126,2022/09/08 01:30:00,11.394,,,,,
127,2022/09/08 01:35:00,11.394,,,,,
128,2022/09/08 01:40:00,11.370,,,,,
129,2022/09/08 01:45:00,11.346,,,,,
130,2022/09/08 01:50:00,11.321,,,,,
131,2022/09/08 01:55:00,11.321,,,,,
132,2022/09/08 02:00:00,11.297,,,,,
133,2022/09/08 02:05:00,11.297,,,,,
134,2022/09/08 02:10:00,11.297,,,,,
135,2022/09/08 02:15:00,11.273,,,,,
136,2022/09/08 02:20:00,11.273,,,,,
137,2022/09/08 02:25:00,11.273,,,,,
138,2022/09/08 02:30:00,11.248,,,,,
139,2022/09/08 02:35:00,11.248,,,,,
140,2022/09/08 02:40:00,11.248,,,,,
141,2022/09/08 02:45:00,11.248,,,,,
142,2022/09/08 02:50:00,11.248,,,,,
143,2022/09/08 02:55:00,11.273,,,,,
144,2022/09/08 03:00:00,11.273,,,,,
145,2022/09/08 03:05:00,11.273,,,,,
146,2022/09/08 03:10:00,11.273,,,,,
147,2022/09/08 03:15:00,11.273,,,,,
148,2022/09/08 03:20:00,11.273,,,,,
149,2022/09/08 03:25:00,11.273,,,,,
150,2022/09/08 03:30:00,11.273,,,,,
151,2022/09/08 03:35:00,11.273,,,,,
152,2022/09/08 03:40:00,11.273,,,,,
153,2022/09/08 03:45:00,11.273,,,,,
154,2022/09/08 03:50:00,11.273,,,,,
155,2022/09/08 03:55:00,11.273,,,,,
156,2022/09/08 04:00:00,11.273,,,,,
157,2022/09/08 04:05:00,11.273,,,,,
158,2022/09/08 04:10:00,11.273,,,,,
159,2022/09/08 04:15:00,11.248,,,,,
160,2022/09/08 04:20:00,11.248,,,,,
161,2022/09/08 04:25:00,11.248,,,,,
162,2022/09/08 04:30:00,11.248,,,,,
163,2022/09/08 04:35:00,11.248,,,,,
164,2022/09/08 04:40:00,11.248,,,,,
165,2022/09/08 04:45:00,11.248,,,,,
166,2022/09/08 04:50:00,11.248,,,,,
167,2022/09/08 04:55:00,11.248,,,,,
168,2022/09/08 05:00:00,11.224,,,,,
169,2022/09/08 05:05:00,11.224,,,,,
170,2022/09/08 05:10:00,11.224,,,,,
171,2022/09/08 05:15:00,11.224,,,,,
172,2022/09/08 05:20:00,11.224,,,,,
173,2022/09/08 05:25:00,11.224,,,,,
174,2022/09/08 05:30:00,11.200,,,,,
175,2022/09/08 05:35:00,11.224,,,,,
176,2022/09/08 05:40:00,11.224,,,,,
177,2022/09/08 05:45:00,11.224,,,,,
178,2022/09/08 05:50:00,11.224,,,,,
179,2022/09/08 05:55:00,11.200,,,,,
180,2022/09/08 06:00:00,11.200,,,,,
181,2022/09/08 06:05:00,11.200,,,,,
182,2022/09/08 06:10:00,11.200,,,,,
183,2022/09/08 06:15:00,11.200,,,,,
184,2022/09/08 06:20:00,11.200,,,,,
185,2022/09/08 06:25:00,11.175,,,,,
186,2022/09/08 06:30:00,11.175,,,,,
187,2022/09/08 06:35:00,11.175,,,,,
188,2022/09/08 06:40:00,11.175,,,,,
